case_id,trial,tier,source,negative_case,expected_decision,actual_decision,status,automatic_pass,passed,failures,outcome_failures,diagnostic_clean,diagnostic_warnings,review_status,turns,tokens_in,tokens_out,tokens_measured,cost_usd,duration_ms,backend,model,prompt_version,descriptor_version,call_mode,autonomy,policy,reviewers
REF-6006,2,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.976,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6006,3,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.927,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6007,1,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.922,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6007,2,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.956,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6007,3,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.865,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6008,1,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.879,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6008,2,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.975,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6008,3,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.887,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6015,1,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.979,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6015,2,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.935,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6015,3,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.878,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6016,1,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.935,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6016,2,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.944,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6016,3,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,3.043,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6017,1,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,3.16,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6017,2,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.935,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6017,3,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,3.038,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6018,1,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.854,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6018,2,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,3.109,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6018,3,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.834,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6019,1,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.947,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6019,2,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.914,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6019,3,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,3.043,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6020,1,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.997,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6020,2,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.875,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6020,3,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,3.007,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6022,1,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,3.343,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6022,2,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,3.024,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6022,3,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,3.183,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6028,1,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.931,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6028,2,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.982,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6028,3,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.877,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6029,1,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,3.181,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6029,2,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,3.163,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6029,3,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.914,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6030,1,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.921,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6030,2,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.879,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6030,3,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.969,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6031,1,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.977,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6031,2,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.907,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6031,3,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.825,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6032,1,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.876,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6032,2,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,3.154,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6032,3,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,3.852,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6033,1,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.918,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6033,2,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.874,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6033,3,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.815,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6035,1,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,3.008,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6035,2,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,3.07,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6035,3,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.946,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6040,1,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.903,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6040,2,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,3.006,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6040,3,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.952,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6041,1,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,3.09,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6041,2,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.907,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6041,3,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.913,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6042,1,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,3.016,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6042,2,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,3.074,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6042,3,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,3.098,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6043,1,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.964,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6043,2,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.921,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6043,3,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.839,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6044,1,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,3.166,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6044,2,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,3.031,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6044,3,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.847,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6045,1,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.954,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6045,2,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.876,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6045,3,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.862,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6046,1,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,3.071,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6046,2,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.881,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6046,3,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.868,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6050,1,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.858,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6050,2,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.857,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6050,3,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,3.029,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6051,1,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,3.015,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6051,2,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.77,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6051,3,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.886,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6052,1,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.874,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6052,2,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,3.232,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6052,3,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,3.114,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6053,1,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.971,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6053,2,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.835,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6053,3,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.976,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6054,1,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,3.141,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6054,2,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,3.04,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6054,3,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.916,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6055,1,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,2.947,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6055,2,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,3.005,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6055,3,core,team,False,book,book,completed,True,True,,,True,,accepted,4,0,0,False,0.0,3.171,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6060,1,core,team,True,escalate,escalate,completed,True,True,,,True,,accepted,2,0,0,False,0.0,2.223,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6060,2,core,team,True,escalate,escalate,completed,True,True,,,True,,accepted,2,0,0,False,0.0,2.128,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6060,3,core,team,True,escalate,escalate,completed,True,True,,,True,,accepted,2,0,0,False,0.0,2.129,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6061,1,core,team,True,request_information,request_information,completed,True,True,,,True,,accepted,2,0,0,False,0.0,2.159,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6061,2,core,team,True,request_information,request_information,completed,True,True,,,True,,accepted,2,0,0,False,0.0,2.229,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6061,3,core,team,True,request_information,request_information,completed,True,True,,,True,,accepted,2,0,0,False,0.0,2.307,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6062,1,core,team,True,escalate,escalate,completed,True,True,,,True,,accepted,2,0,0,False,0.0,2.233,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
