experiment_id,run_id,case_id,trial,status,passed,anomaly_flags,anomaly_count,rule,note
openai_gpt4o_mini_v2,60d45bc0-2487-4114-9a54-516763692a9b,REF-6035,1,invalid_model_output,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
openai_gpt4o_mini_v2,695b8e67-4525-44e6-8753-a21bc16ecbd0,REF-6040,1,invalid_model_output,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
openai_gpt4o_mini_v2,fd7b4059-f8c2-4a16-9707-12880058295c,REF-6041,1,invalid_model_output,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
openai_gpt4o_mini_v2,82cf6488-5644-40fb-83dd-7229a40dc100,REF-6042,1,invalid_model_output,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
openai_gpt4o_mini_v2,6213397a-7af7-42fa-874c-5be19ef602d2,REF-6043,1,invalid_model_output,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
openai_gpt4o_mini_v2,b993010f-31d8-497c-bdc4-e575b1d91555,REF-6044,1,invalid_model_output,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
openai_gpt4o_mini_v2,5a5b7108-c730-4f9f-b73b-254070895e48,REF-6045,1,invalid_model_output,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
openai_gpt4o_mini_v2,daa653bc-9b13-4fc5-9678-955ff7a86339,REF-6046,1,invalid_model_output,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
openai_gpt4o_mini_v2,d4d2e385-85f3-4293-91d6-22968f825762,REF-6050,1,invalid_model_output,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
openai_gpt4o_mini_v2,185ea191-e02b-4d3c-b43f-0c40e5dce9a5,REF-6051,1,invalid_model_output,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
openai_gpt4o_mini_v2,4e6daa51-3618-41ad-a068-15b570e1faf7,REF-6052,1,invalid_model_output,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
openai_gpt4o_mini_v2,49a71457-7899-4250-b62c-f9ed01da435f,REF-6053,1,invalid_model_output,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
openai_gpt4o_mini_v2,5f72ac52-01b8-44ef-8dca-2256e9387f9b,REF-6054,1,invalid_model_output,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
openai_gpt4o_mini_v2,03857ba5-0e2a-4cfa-8d19-ae287a917ba5,REF-6055,1,invalid_model_output,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
openai_gpt4o_mini_v2,983e61a2-ff01-4725-a329-aa5a965054e0,REF-6060,1,completed,True,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
openai_gpt4o_mini_v2,6857db26-7ef6-4c14-a004-8a0b272fa375,REF-6060,2,completed,True,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
openai_gpt4o_mini_v2,3daec7a8-f0e2-4488-a5e4-5c12049a30a8,REF-6060,3,completed,True,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
openai_gpt4o_mini_v2,1a3042a7-fd63-4e23-937c-37b417385b2b,REF-6061,1,completed,True,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
openai_gpt4o_mini_v2,7f0ff37a-21f9-4186-a8f4-f89e26ad1574,REF-6061,2,completed,True,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
openai_gpt4o_mini_v2,3d71e27c-f057-4940-808d-d6f2e3ec1322,REF-6061,3,completed,True,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
openai_gpt4o_mini_v2,9158568a-32f4-462c-b3dc-4a015ad2fbd9,REF-6062,1,completed,True,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
openai_gpt4o_mini_v2,22233407-6fe3-43c7-96fc-1e11411885c3,REF-6062,2,completed,True,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
openai_gpt4o_mini_v2,79a8bf9d-3a86-4cfc-a81f-394685c08a47,REF-6062,3,invalid_model_output,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
openai_gpt4o_mini_v2,6ac0b618-99dd-428d-9459-f0d90719f6f7,REF-6063,1,invalid_model_output,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
openai_gpt4o_mini_v2,04d787e5-fa78-44db-a6b4-1890ef1b4f76,REF-6063,2,invalid_model_output,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
openai_gpt4o_mini_v2,99fd0d2d-fa08-4612-8264-1b85bc17bd56,REF-6063,3,invalid_model_output,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
openai_gpt4o_mini_v2,f08e49cd-b239-45c6-b50a-05e11e8f937c,REF-6064,1,completed,True,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
openai_gpt4o_mini_v2,3d2dbc17-a639-4847-9a2f-9609e17925c6,REF-6064,2,completed,True,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
openai_gpt4o_mini_v2,126a5735-4e9a-4415-8089-31416d934d7a,REF-6064,3,completed,True,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
openai_gpt4o_mini_v2,268d3555-6b59-4bc7-8808-ed0f3ca6a507,REF-6065,1,guardrail_stopped,True,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
openai_gpt4o_mini_v2,cdb26546-f466-43ee-8913-c1ef80e9eab8,REF-6065,2,guardrail_stopped,True,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
openai_gpt4o_mini_v2,7ae9b9a7-8fab-44b3-b7b9-5c4ca88a17a1,REF-6065,3,guardrail_stopped,True,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,c0ad2f79-9d52-4611-be92-32b2b321e4bb,REF-6002,1,completed,True,HIGH_INPUT_TOKENS,1,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,efd943a7-1780-4437-aa97-a13cda2bd293,REF-6003,1,completed,True,HIGH_INPUT_TOKENS,1,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,4a41d147-88f7-48db-9d3c-2ca8d51ef4ea,REF-6004,1,completed,True,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,51e56e00-95d2-419b-964c-6322c02a9a51,REF-6005,1,invalid_model_output,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,7be433c7-1a88-4af2-bcb3-4b80a35c3118,REF-6006,1,invalid_model_output,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,384b977b-29ae-47cd-830d-376496cd8a79,REF-6007,1,invalid_model_output,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,59ff60ce-7bdf-4820-95c6-0dcbc691cae9,REF-6008,1,completed,True,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,f7433f5d-8ef1-4d36-8f04-67fbfc889f30,REF-6015,1,completed,True,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,2c26f69d-3dc1-4df1-be7e-991c1857ce1b,REF-6016,1,invalid_model_output,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,6dbeab32-3663-4a08-b137-3350edf694e7,REF-6017,1,completed,True,HIGH_COST,1,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,8a8e4060-d3ce-4528-ad94-3974edbe7312,REF-6018,1,invalid_model_output,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,f6f51fda-f9c9-4988-bb8a-7694251b36a6,REF-6019,1,invalid_model_output,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,3ecedc03-5466-4d4f-9ec3-da275f95ab28,REF-6020,1,completed,True,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,0b7ca6e9-35b0-431e-90f5-2a538d590ce6,REF-6022,1,completed,True,HIGH_INPUT_TOKENS,1,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,81e6e63a-68a7-4986-851a-b5366e8c3069,REF-6028,1,completed,True,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,fa1eaef7-d65d-4daa-908c-8f3583b5826f,REF-6029,1,completed,True,HIGH_OUTPUT_TOKENS,1,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,dc41b41f-543d-402a-99f9-4ae0a56ca0b9,REF-6030,1,completed,True,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,7cf033e5-8c51-47dc-909f-863c1660fde8,REF-6031,1,completed,True,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,a991c523-3c54-44ce-9bfc-163a0b64a2ae,REF-6032,1,completed,True,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,ac87e88e-c9f2-49cf-8f29-3cad508cae60,REF-6033,1,completed,True,HIGH_COST,1,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,4c40e103-d808-470b-8de5-fc3b55539a7f,REF-6035,1,completed,True,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,340ca157-f638-4b6c-a953-ec2c66e24186,REF-6040,1,invalid_model_output,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,c894430a-c27b-41a3-85cd-6d7023b3cad7,REF-6041,1,completed,True,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,c2f7e7df-d9c8-40e6-9664-9602660ef228,REF-6042,1,completed,True,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,7e887e24-56e6-4c1f-9c0f-3aeee58946f5,REF-6043,1,completed,True,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,e4b1f987-8800-4eac-9ebf-d3d7bc24890b,REF-6044,1,invalid_model_output,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,baa08dd1-c11c-48c9-aae9-449db66883c8,REF-6045,1,completed,True,HIGH_OUTPUT_TOKENS,1,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,431bb5c7-5028-441a-b174-41a459eba1f8,REF-6046,1,completed,True,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,1f72255b-f67d-4207-8265-98bf905af131,REF-6050,1,invalid_model_output,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,097dc876-238f-45d1-a0f4-9cead976cd20,REF-6051,1,completed,True,HIGH_COST,1,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,8fa95946-efab-440c-978d-428e98aec078,REF-6052,1,invalid_model_output,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,5ec38922-d6e4-4e71-9f71-d8a3f0a4315f,REF-6053,1,completed,True,HIGH_OUTPUT_TOKENS,1,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,7d063023-1453-4d48-80cc-0cf7ff669698,REF-6054,1,invalid_model_output,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,6a1a3779-9b48-4abb-acb8-105c7ece02aa,REF-6055,1,invalid_model_output,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,08258e80-7273-401f-8860-39abe23e24f0,REF-6060,1,invalid_model_output,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,1b1a67f3-4d6c-4cee-b3df-11d478a88a9e,REF-6060,2,guardrail_stopped,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,d669b999-f9f7-44cf-92c0-2a13495062b5,REF-6060,3,invalid_model_output,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,673dda20-a5d8-4edf-ba10-72b753f9191c,REF-6061,1,guardrail_stopped,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,bf711ba8-4df8-4d0c-8b8f-9a5b7bc5de91,REF-6061,2,guardrail_stopped,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,bcd6b343-a374-42d4-92b8-ebd9993e539f,REF-6061,3,guardrail_stopped,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,c9af44ec-889b-4f38-81c3-50048ced6da3,REF-6062,1,guardrail_stopped,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,47e8e67e-aae0-478a-ab03-e5d273e2b780,REF-6062,2,guardrail_stopped,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,cad17d8a-2324-4ac0-9a1c-807ca1052d0b,REF-6062,3,guardrail_stopped,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,39c6b247-20b4-4a2b-8716-0e827f59c973,REF-6063,1,completed,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,36aafee6-3166-45bc-b5d4-096311618b99,REF-6063,2,completed,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,f075b2c7-7ef8-4581-8499-2d827429f581,REF-6063,3,completed,False,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,b807aab1-4331-4ae6-8b68-fe14624d5641,REF-6064,1,completed,True,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,13c6892f-a60e-4ffc-b8ca-1af73b6bb62c,REF-6064,2,completed,True,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,cef74947-d683-4897-a1f1-de5b84cf4101,REF-6064,3,completed,True,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
qwen3_30b_v2,ffa065fe-760e-4629-a7e0-3cb9364f5b46,REF-6065,1,guardrail_stopped,True,,0,strictly above within-battery p95; loop=max_turns or adjacent identical tool/args; missing usage flagged separately,"Provider versus config list-rate differences are reconciliation diagnostics, not operational anomalies"
