experiment_id,model,run_id,case_id,trial,passed,status,actual_decision,failure_category,provider_cost_usd,provider_cost_measurement_status
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,384b977b-29ae-47cd-830d-376496cd8a79,REF-6007,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00132751,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,59ff60ce-7bdf-4820-95c6-0dcbc691cae9,REF-6008,1,True,completed,book,PASS,0.00163393,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,f7433f5d-8ef1-4d36-8f04-67fbfc889f30,REF-6015,1,True,completed,book,PASS,0.00158006,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,2c26f69d-3dc1-4df1-be7e-991c1857ce1b,REF-6016,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00104925,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,6dbeab32-3663-4a08-b137-3350edf694e7,REF-6017,1,True,completed,book,PASS,0.00209506,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,8a8e4060-d3ce-4528-ad94-3974edbe7312,REF-6018,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00150132,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,f6f51fda-f9c9-4988-bb8a-7694251b36a6,REF-6019,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00140834,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,3ecedc03-5466-4d4f-9ec3-da275f95ab28,REF-6020,1,True,completed,book,PASS,0.00130851,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,0b7ca6e9-35b0-431e-90f5-2a538d590ce6,REF-6022,1,True,completed,book,PASS,0.00177985,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,81e6e63a-68a7-4986-851a-b5366e8c3069,REF-6028,1,True,completed,book,PASS,0.0015437,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,fa1eaef7-d65d-4daa-908c-8f3583b5826f,REF-6029,1,True,completed,book,PASS,0.0020144,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,dc41b41f-543d-402a-99f9-4ae0a56ca0b9,REF-6030,1,True,completed,book,PASS,0.00155209,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,7cf033e5-8c51-47dc-909f-863c1660fde8,REF-6031,1,True,completed,book,PASS,0.00185453,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,a991c523-3c54-44ce-9bfc-163a0b64a2ae,REF-6032,1,True,completed,book,PASS,0.00113273,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,ac87e88e-c9f2-49cf-8f29-3cad508cae60,REF-6033,1,True,completed,book,PASS,0.0027348,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,4c40e103-d808-470b-8de5-fc3b55539a7f,REF-6035,1,True,completed,book,PASS,0.0017369,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,340ca157-f638-4b6c-a953-ec2c66e24186,REF-6040,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00129384,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,c894430a-c27b-41a3-85cd-6d7023b3cad7,REF-6041,1,True,completed,book,PASS,0.00158771,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,c2f7e7df-d9c8-40e6-9664-9602660ef228,REF-6042,1,True,completed,book,PASS,0.00173635,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,7e887e24-56e6-4c1f-9c0f-3aeee58946f5,REF-6043,1,True,completed,book,PASS,0.00167888,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,e4b1f987-8800-4eac-9ebf-d3d7bc24890b,REF-6044,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00143801,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,baa08dd1-c11c-48c9-aae9-449db66883c8,REF-6045,1,True,completed,book,PASS,0.00173316,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,431bb5c7-5028-441a-b174-41a459eba1f8,REF-6046,1,True,completed,book,PASS,0.00175291,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,1f72255b-f67d-4207-8265-98bf905af131,REF-6050,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00147087,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,097dc876-238f-45d1-a0f4-9cead976cd20,REF-6051,1,True,completed,book,PASS,0.0024683,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,8fa95946-efab-440c-978d-428e98aec078,REF-6052,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00144251,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,5ec38922-d6e4-4e71-9f71-d8a3f0a4315f,REF-6053,1,True,completed,book,PASS,0.00135572,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,7d063023-1453-4d48-80cc-0cf7ff669698,REF-6054,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00148519,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,6a1a3779-9b48-4abb-acb8-105c7ece02aa,REF-6055,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00149256,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,08258e80-7273-401f-8860-39abe23e24f0,REF-6060,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00159003,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,1b1a67f3-4d6c-4cee-b3df-11d478a88a9e,REF-6060,2,False,guardrail_stopped,escalate,OTHER_SCORED_FAILURE,0.00128897,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,d669b999-f9f7-44cf-92c0-2a13495062b5,REF-6060,3,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.0011027,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,673dda20-a5d8-4edf-ba10-72b753f9191c,REF-6061,1,False,guardrail_stopped,escalate,WRONG_FINAL_DECISION,0.00124387,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,bf711ba8-4df8-4d0c-8b8f-9a5b7bc5de91,REF-6061,2,False,guardrail_stopped,escalate,WRONG_FINAL_DECISION,0.00173008,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,bcd6b343-a374-42d4-92b8-ebd9993e539f,REF-6061,3,False,guardrail_stopped,escalate,WRONG_FINAL_DECISION,0.0016835,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,c9af44ec-889b-4f38-81c3-50048ced6da3,REF-6062,1,False,guardrail_stopped,escalate,OTHER_SCORED_FAILURE,0.00164992,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,47e8e67e-aae0-478a-ab03-e5d273e2b780,REF-6062,2,False,guardrail_stopped,escalate,OTHER_SCORED_FAILURE,0.00170219,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,cad17d8a-2324-4ac0-9a1c-807ca1052d0b,REF-6062,3,False,guardrail_stopped,escalate,OTHER_SCORED_FAILURE,0.00113571,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,39c6b247-20b4-4a2b-8716-0e827f59c973,REF-6063,1,False,completed,escalate,OTHER_SCORED_FAILURE,0.00062664,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,36aafee6-3166-45bc-b5d4-096311618b99,REF-6063,2,False,completed,escalate,OTHER_SCORED_FAILURE,0.00062664,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,f075b2c7-7ef8-4581-8499-2d827429f581,REF-6063,3,False,completed,escalate,OTHER_SCORED_FAILURE,0.00100512,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,b807aab1-4331-4ae6-8b68-fe14624d5641,REF-6064,1,True,completed,escalate,PASS,0.00102748,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,13c6892f-a60e-4ffc-b8ca-1af73b6bb62c,REF-6064,2,True,completed,escalate,PASS,0.00143004,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,cef74947-d683-4897-a1f1-de5b84cf4101,REF-6064,3,True,completed,escalate,PASS,0.00159243,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,ffa065fe-760e-4629-a7e0-3cb9364f5b46,REF-6065,1,True,guardrail_stopped,escalate,PASS,0.00091166,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,3f0398ae-d237-4f23-83c6-263796a6ea1e,REF-6065,2,True,guardrail_stopped,escalate,PASS,0.00059829,PROVIDER_REPORTED
qwen3_30b_v2,qwen/qwen3-30b-a3b-instruct-2507,73db226d-75ce-427b-8925-bebd235a84bb,REF-6065,3,True,guardrail_stopped,escalate,PASS,0.00076054,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,d3994ef8-1b42-439b-8504-ae9f7380e35d,REF-6002,1,True,completed,book,PASS,0.00218532,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,09a5c35d-678a-4e1a-b4e7-67cd7084dcff,REF-6003,1,True,completed,book,PASS,0.00213087,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,4001e178-9856-4784-8ad6-936c45eae7c1,REF-6004,1,True,completed,book,PASS,0.00213763,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,83b75fc1-4d73-4d6b-a71b-e172854886c3,REF-6005,1,True,completed,book,PASS,0.00193282,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,831f372b-d206-46b9-9332-12e2ca466d3a,REF-6006,1,True,completed,book,PASS,0.00218715,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,6fd354fb-04bb-4673-9da9-f90ba184fe53,REF-6007,1,True,completed,book,PASS,0.00203393,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,6b45cd77-bb70-4fb1-aa14-1787db6738d3,REF-6008,1,True,completed,book,PASS,0.00222167,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,8860a67c-74e7-45c0-b4b5-823dbbb9f752,REF-6015,1,True,completed,book,PASS,0.002308,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,cca4ad0d-e33d-4c66-9d5b-0c86f200450d,REF-6016,1,True,completed,book,PASS,0.00228906,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,26214e20-de3f-4f41-ae2c-a893ccc43504,REF-6017,1,True,completed,book,PASS,0.00228778,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,1d102612-494a-40f5-bf3f-9d3c359cc7ab,REF-6018,1,True,completed,book,PASS,0.00230009,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,08650da1-d435-45c1-89e4-c3227d7a55d7,REF-6019,1,True,completed,book,PASS,0.00228869,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,b4cc6ea7-5e0f-4e83-8852-251ee5d92952,REF-6020,1,True,completed,book,PASS,0.00231297,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,3f9a0631-558c-4acc-949c-23e5bdc2b48c,REF-6022,1,True,completed,book,PASS,0.00230772,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,540cfa08-d257-4008-b15c-e11019c39f24,REF-6028,1,True,completed,book,PASS,0.00219494,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,5ec311ee-1800-42c5-92d1-9df6ff75f48f,REF-6029,1,True,completed,book,PASS,0.00228984,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,2a1e3541-e0d6-4652-ab27-77ec74cdbfa5,REF-6030,1,True,completed,book,PASS,0.00229287,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,ec1489c4-9afa-4324-bda6-e60fd5d0b985,REF-6031,1,True,completed,book,PASS,0.00201786,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,2a83de17-bf89-451d-aa9c-6f33e0760852,REF-6032,1,True,completed,book,PASS,0.00220673,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,fba0b771-7844-4e9b-a021-5479428c37d6,REF-6033,1,True,completed,book,PASS,0.00229466,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,0dcffca0-e43f-4d40-bc9f-0c7c3090bf20,REF-6035,1,True,completed,book,PASS,0.00229938,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,9ccec75f-4e44-48ab-928d-145759db3a0e,REF-6040,1,False,completed,book,OTHER_SCORED_FAILURE,0.00227106,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,ffb9ae13-210f-400f-9fe8-335af3eb831b,REF-6041,1,True,completed,book,PASS,0.00225709,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,7fe58f45-a17c-44ae-8378-083b967dc52f,REF-6042,1,False,completed,book,OTHER_SCORED_FAILURE,0.00227137,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,31d27239-7718-4e47-a086-cbe0b6486757,REF-6043,1,False,completed,book,OTHER_SCORED_FAILURE,0.00229572,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,c7eac3b0-16ac-4de2-89db-8c9b1f9483e2,REF-6044,1,False,completed,book,OTHER_SCORED_FAILURE,0.00226403,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,3ddbb022-2767-45ce-ba9b-c2fa5980a003,REF-6045,1,False,completed,book,OTHER_SCORED_FAILURE,0.00230372,PROVIDER_REPORTED
